Id_hecho,Cantidad_victimas,Fecha,Año,Mes,Dia,Hora,Franja_horaria,Tipo_calle,Calle,Cruce,Direccion_normalizada,Comuna,Pos_x,Pos_y,Acusado,Rol,Victima,Sexo,Edad,Nro_dia_semana,Dia_semana,Fin_semana,Rango_horario
2016-0123,1,2016-09-14,2016,9,14,09:00:00,9,AVENIDA,ASAMBLEA AV.,SI,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.45130953,-34.64053676,AUTO,CONDUCTOR,MOTO,FEMENINO,58,3,Miércoles,NO,9-11.59
2016-0124,1,2016-09-16,2016,9,16,15:24:00,15,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y RIVERA INDARTE AV.,7,-58.46271207,-34.62884871,PASAJEROS,PEATON,PEATON,MASCULINO,67,5,Viernes,NO,15-17.59
2016-0125,1,2016-09-17,2016,9,17,12:14:00,12,AUTOPISTA,AUTOPISTA PERITO MORENO,SI,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10,-58.49020869,-34.64243791,MOTO,CONDUCTOR,MOTO,MASCULINO,30,6,Sábado,SI,12-14.59
2016-0126,2,2016-09-18,2016,9,18,22:45:00,22,CALLE,IRIGOYEN,SI,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,CARGAS,CONDUCTOR,AUTO,MASCULINO,37,7,Domingo,SI,22-23.59
2016-0126,2,2016-09-18,2016,9,18,22:45:00,22,CALLE,IRIGOYEN,SI,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,CARGAS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,60,7,Domingo,SI,22-23.59
2016-0127,1,2016-09-24,2016,9,24,10:25:00,10,AVENIDA,"ACOSTA, MARIANO",SI,"ACOSTA, MARIANO y ROCA, CNEL. AV.",8,-58.44094791,-34.66677111,PASAJEROS,PEATON,PEATON,MASCULINO,50,6,Sábado,SI,9-11.59
2016-0128,1,2016-10-02,2016,10,2,11:30:00,11,AVENIDA,CASTRO,SI,CASTRO y PAVON AV.,5,-58.41914024,-34.63053890,PASAJEROS,PEATON,PEATON,FEMENINO,81,7,Domingo,SI,9-11.59
2016-0130,1,2016-10-04,2016,10,4,12:30:00,12,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910942,-34.62764717,CARGAS,CONDUCTOR,MOTO,MASCULINO,29,2,Martes,NO,12-14.59
2016-0131,1,2016-10-09,2016,10,9,19:13:00,19,CALLE,MIRAVE,NO,MIRAVE 3500,4,-58.39871183,-34.64539318,AUTO,PEATON,PEATON,MASCULINO,35,7,Domingo,SI,18-21.59
2016-0132,1,2016-10-10,2016,10,10,02:30:00,2,AVENIDA,SAN JUAN AV.,SI,SAN JUAN AV. y 24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30,1,Lunes,NO,0-2.59
2016-0133,1,2016-10-14,2016,10,14,00:05:00,0,AVENIDA,LAS HERAS GENERAL AV.,SI,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.58342690,AUTO,CONDUCTOR,MOTO,MASCULINO,41,5,Viernes,NO,0-2.59
2016-0134,1,2016-10-23,2016,10,23,05:00:00,5,AVENIDA,PIEDRA BUENA AV.,SI,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,25,7,Domingo,SI,3-5.59
2016-0135,1,2016-10-24,2016,10,24,05:00:00,5,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",SI,"FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.42260225,-34.56403694,AUTO,PEATON,PEATON,MASCULINO,29,1,Lunes,NO,3-5.59
2016-0136,1,2016-10-25,2016,10,25,00:00:00,0,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,NO,AU BUENOS AIRES - LA PLATA KM. 4,4,0,0,CARGAS,CONDUCTOR,MOTO,MASCULINO,30,2,Martes,NO,0-2.59
2016-0137,1,2016-10-25,2016,10,25,00:39:00,0,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y LADINES,11,-58.51537091,-34.59035925,MOTO,CONDUCTOR,MOTO,MASCULINO,30,2,Martes,NO,0-2.59
2016-0138,1,2016-10-27,2016,10,27,20:30:00,20,AVENIDA,CABILDO AV.,SI,CABILDO AV. y BLANCO ENCALADA,13,-58.45909670,-34.55922742,CARGAS,CICLISTA,BICICLETA,FEMENINO,33,4,Jueves,NO,18-21.59
2016-0139,1,2016-10-28,2016,10,28,23:00:00,23,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",SI,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.42008769,-34.56539579,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,35,5,Viernes,NO,22-23.59
2016-0140,1,2016-10-31,2016,10,31,02:58:00,2,AVENIDA,JURAMENTO AV.,SI,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,20,1,Lunes,NO,0-2.59
2016-0142,1,2016-11-05,2016,11,5,23:30:00,23,AVENIDA,DEL LIBERTADOR AV.,SI,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,46,6,Sábado,SI,22-23.59
2016-0143,1,2016-11-06,2016,11,6,04:41:00,4,AVENIDA,27 DE FEBRERO AV.,SI,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,AUTO,CONDUCTOR,MOTO,MASCULINO,35,7,Domingo,SI,3-5.59
2016-0144,1,2016-11-07,2016,11,7,12:10:00,12,AVENIDA,"BROWN, ALTE. AV.",NO,"BROWN, ALTE. AV. 984",4,-58.35975012,-34.63343907,PASAJEROS,PEATON,PEATON,MASCULINO,83,1,Lunes,NO,12-14.59
2016-0145,1,2016-11-07,2016,11,7,20:56:00,20,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y LA PAMPA,13,-58.44523595,-34.55953855,AUTO,CONDUCTOR,MOTO,MASCULINO,39,1,Lunes,NO,18-21.59
2016-0146,1,2016-11-09,2016,11,9,20:00:00,20,AVENIDA,PICHINCHA AV.,SI,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PASAJEROS,PEATON,PEATON,FEMENINO,29,3,Miércoles,NO,18-21.59
2016-0147,1,2016-11-16,2016,11,16,21:15:00,21,AVENIDA,INDEPENDENCIA AV.,SI,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55,3,Miércoles,NO,22-23.59
2016-0148,1,2016-11-16,2016,11,16,22:20:00,22,AVENIDA,GARMENDIA AV.,NO,GARMENDIA AV. 4895,15,-58.46536113,-34.59484504,MOTO,CONDUCTOR,MOTO,MASCULINO,30,3,Miércoles,NO,22-23.59
2016-0150,1,2016-11-18,2016,11,18,18:20:00,18,AVENIDA,"ALCORTA, AMANCIO AV.",SI,"ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-58.40879146,-34.65273216,CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41,5,Viernes,NO,18-21.59
2016-0151,1,2016-11-18,2016,11,18,20:35:00,20,CALLE,SD,SI,SD,0,0,0,AUTO,PEATON,PEATON,MASCULINO,30,5,Viernes,NO,18-21.59
2016-0152,1,2016-11-23,2016,11,23,21:10:00,21,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y ZUVIRIA",7,-58.46451841,-34.64991946,AUTO,CONDUCTOR,MOTO,MASCULINO,42,3,Miércoles,NO,22-23.59
2016-0153,1,2016-11-25,2016,11,25,15:42:00,15,AVENIDA,ARAOZ,SI,ARAOZ y CORDOBA AV.,15,-58.42917090,-34.59485488,MOTO,PEATON,PEATON,FEMENINO,83,5,Viernes,NO,15-17.59
2016-0154,1,2016-11-26,2016,11,26,14:14:00,14,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 15200",8,-58.49007772,-34.68251141,MOTO,CONDUCTOR,MOTO,MASCULINO,38,6,Sábado,SI,12-14.59
2016-0155,1,2016-11-26,2016,11,26,16:50:00,16,CALLE,MADERO,NO,MADERO 900,10,-58.52756365,-34.62772274,AUTO,PEATON,PEATON,FEMENINO,29,6,Sábado,SI,15-17.59
2016-0156,1,2016-11-26,2016,11,26,19:40:00,19,AVENIDA,INDEPENDENCIA AV.,SI,INDEPENDENCIA AV. y DEAN FUNES,3,-58.40638983,-34.61943202,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23,6,Sábado,SI,18-21.59
2016-0157,1,2016-12-03,2016,12,3,06:40:00,6,AVENIDA,"JUSTO, JUAN B. AV.",NO,"JUSTO, JUAN B. AV. 5645",11,-58.47576807,-34.61740997,MOTO,CONDUCTOR,MOTO,MASCULINO,23,6,Sábado,SI,6-8.59
2016-0159,1,2016-12-04,2016,12,4,07:21:00,7,AVENIDA,27 DE FEBRERO AV.,SI,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,AUTO,CONDUCTOR,AUTO,MASCULINO,23,7,Domingo,SI,6-8.59
2016-0160,1,2016-12-06,2016,12,6,05:30:00,5,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9,-58.51927194,-34.63635787,OBJETO FIJO,CONDUCTOR,CARGAS,MASCULINO,29,2,Martes,NO,3-5.59
2016-0161,1,2016-12-06,2016,12,6,07:22:00,7,AVENIDA,SANTA FE AV.,SI,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PASAJEROS,PEATON,PEATON,MASCULINO,50,2,Martes,NO,6-8.59
2016-0162,1,2016-12-07,2016,12,7,05:00:00,5,AVENIDA,"LACROZE, FEDERICO AV.",SI,"LACROZE, FEDERICO AV. y FOREST AV.",15,-58.45396573,-34.58518167,AUTO,PEATON,PEATON,MASCULINO,38,3,Miércoles,NO,3-5.59
2016-0163,1,2016-12-10,2016,12,10,07:30:00,7,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,AUTO,CONDUCTOR,MOTO,MASCULINO,23,6,Sábado,SI,6-8.59
2016-0164,1,2016-12-11,2016,12,11,06:16:00,6,AVENIDA,LA PLATA AV.,SI,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,AUTO,CONDUCTOR,AUTO,MASCULINO,29,7,Domingo,SI,6-8.59
2016-0165,1,2016-12-12,2016,12,12,08:25:00,8,AVENIDA,"GARCIA, MARTIN AV.",NO,"GARCIA, MARTIN AV. 300",4,-58.36926144,-34.62841919,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,37,1,Lunes,NO,6-8.59
2016-0168,1,2016-12-13,2016,12,13,10:40:00,10,AVENIDA,LA PLATA AV.,SI,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4,-58.42323628,-34.64119105,AUTO,CONDUCTOR,MOTO,MASCULINO,43,2,Martes,NO,9-11.59
2016-0169,1,2016-12-15,2016,12,15,15:30:00,15,AVENIDA,NU?EZ,SI,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12,-58.47935434,-34.55676497,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,24,4,Jueves,NO,15-17.59
2016-0170,1,2016-12-19,2016,12,19,17:10:00,17,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 4500",12,-58.50598256,-34.56379980,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,1,Lunes,NO,15-17.59
2016-0171,1,2016-12-25,2016,12,25,19:00:00,19,AUTOPISTA,"HUERGO, ING. AV.",SI,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-58.36607137,-34.62150748,MOTO,CONDUCTOR,MOTO,MASCULINO,30,7,Domingo,SI,18-21.59
2016-0172,1,2016-12-26,2016,12,26,08:00:00,8,AVENIDA,"GARAY, JUAN DE AV.",SI,"GARAY, JUAN DE AV. y CASTRO",5,-58.41918902,-34.63174259,CARGAS,CONDUCTOR,MOTO,MASCULINO,38,1,Lunes,NO,6-8.59
2016-0173,1,2016-12-26,2016,12,26,19:52:00,19,AVENIDA,DIRECTORIO AV.,SI,DIRECTORIO AV. y SAN PEDRITO AV.,7,-58.46749188,-34.63551751,CARGAS,CONDUCTOR,MOTO,MASCULINO,35,1,Lunes,NO,18-21.59
2016-0174,1,2016-12-27,2016,12,27,00:00:00,0,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO,0,0,0,AUTO,CONDUCTOR,MOTO,MASCULINO,30,2,Martes,NO,0-2.59
2016-0175,1,2016-12-27,2016,12,27,08:15:00,8,CALLE,"FALCON, RAMON L.,CNEL.",SI,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-58.46064174,-34.62960517,BICICLETA,PEATON,PEATON,FEMENINO,30,2,Martes,NO,6-8.59
2016-0176,1,2016-12-28,2016,12,28,01:41:00,1,AVENIDA,BELGRANO AV.,SI,BELGRANO AV. y PASEO COLON AV.,1,-58.36956186,-34.61232875,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,28,3,Miércoles,NO,0-2.59
2016-0177,1,2016-12-29,2016,12,29,04:00:00,4,CALLE,ARENALES,NO,ARENALES 3319,14,-58.40966671,-34.58788235,AUTO,PEATON,PEATON,FEMENINO,27,4,Jueves,NO,3-5.59
2016-0178,1,2016-12-30,2016,12,30,16:18:00,16,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,SI,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,PEATON,FEMENINO,7,5,Viernes,NO,15-17.59
2017-0001,1,2017-01-02,2017,1,2,01:00:00,1,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,-58.46594230,-34.61028571,CARGAS,CONDUCTOR,MOTO,MASCULINO,18,1,Lunes,NO,0-2.59
2017-0003,1,2017-01-05,2017,1,5,03:10:00,3,AVENIDA,OLAVARRIA,SI,OLAVARRIA y VELEZ SARSFIELD AV.,4,-58.38957669,-34.64410277,CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33,4,Jueves,NO,3-5.59
2017-0007,1,2017-01-11,2017,1,11,17:00:00,17,CALLE,LIMA,SI,LIMA y MEXICO,1,-58.38161660,-34.61529543,MULTIPLE,PEATON,PEATON,MASCULINO,48,3,Miércoles,NO,15-17.59
2017-0008,1,2017-01-16,2017,1,16,00:40:00,0,CALLE,"CABRERA, JOSE A.",SI,"CABRERA, JOSE A. y BONPLAND",14,-58.43917004,-34.58494351,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29,1,Lunes,NO,0-2.59
2017-0009,1,2017-01-16,2017,1,16,13:56:00,13,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,CARGAS,CONDUCTOR,MOTO,MASCULINO,36,1,Lunes,NO,12-14.59
2017-0010,1,2017-01-16,2017,1,16,16:30:00,16,AVENIDA,DIRECTORIO AV.,SI,DIRECTORIO AV. y RIGLOS,6,-58.43564880,-34.62828656,AUTO,CONDUCTOR,MOTO,MASCULINO,23,1,Lunes,NO,15-17.59
2017-0011,1,2017-01-22,2017,1,22,02:30:00,2,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29,7,Domingo,SI,0-2.59
2017-0012,1,2017-01-24,2017,1,24,14:00:00,14,CALLE,TRAFUL,SI,"TRAFUL y TABORDA, DIOGENES",4,-58.40969005,-34.65055290,CARGAS,CONDUCTOR,MOTO,MASCULINO,30,2,Martes,NO,12-14.59
2017-0013,1,2017-01-27,2017,1,27,07:00:00,7,AVENIDA,"IRIARTE, GRAL. AV.",NO,"IRIARTE, GRAL. AV. 3055",4,-58.38972622,-34.65098981,CARGAS,PEATON,PEATON,MASCULINO,4,5,Viernes,NO,6-8.59
2017-0014,1,2017-01-28,2017,1,28,08:27:34,8,AVENIDA,DONADO,SI,DONADO y ARIAS,12,-58.49185972,-34.55046754,MULTIPLE,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22,6,Sábado,SI,6-8.59
2017-0015,1,2017-02-02,2017,2,2,15:18:03,15,AVENIDA,CORDOBA AV.,SI,CORDOBA AV. y CALLAO AV.,2,-58.39293417,-34.59963642,AUTO,PEATON,PEATON,MASCULINO,82,4,Jueves,NO,15-17.59
2017-0016,1,2017-02-03,2017,2,3,05:12:21,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO KM. 8.3,1,-58.38099494,-34.62288231,CARGAS,CONDUCTOR,MOTO,MASCULINO,27,5,Viernes,NO,3-5.59
2017-0017,1,2017-02-06,2017,2,6,08:00:00,8,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y PARAGUAY",14,-58.42901200,-34.58095431,AUTO,CONDUCTOR,MOTO,MASCULINO,32,1,Lunes,NO,6-8.59
2017-0018,1,2017-02-09,2017,2,9,07:00:00,7,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,AUTO,CONDUCTOR,MOTO,MASCULINO,30,4,Jueves,NO,6-8.59
2017-0021,1,2017-02-18,2017,2,18,05:30:00,5,CALLE,SARMIENTO,SI,SARMIENTO y LIBERTAD,1,-58.38362373,-34.60509972,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,43,6,Sábado,SI,3-5.59
2017-0024,1,2017-02-23,2017,2,23,20:50:00,20,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 7121,7,-58.46589308,-34.62955795,PASAJEROS,PEATON,PEATON,MASCULINO,39,4,Jueves,NO,18-21.59
2017-0025,1,2017-02-24,2017,2,24,17:05:00,17,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-58.43614426,-34.65424640,AUTO,CONDUCTOR,MOTO,MASCULINO,23,5,Viernes,NO,15-17.59
2017-0026,2,2017-02-26,2017,2,26,05:15:00,5,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23,7,Domingo,SI,3-5.59
2017-0026,2,2017-02-26,2017,2,26,05:15:00,5,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,19,7,Domingo,SI,3-5.59
2017-0027,1,2017-02-26,2017,2,26,21:57:00,21,AVENIDA,CASEROS AV.,NO,CASEROS AV. 1429,1,-58.38332245,-34.63193250,AUTO,PEATON,PEATON,MASCULINO,30,7,Domingo,SI,22-23.59
2017-0028,1,2017-02-28,2017,2,28,09:20:00,9,AVENIDA,GAONA AV.,SI,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.45475488,-34.61196327,AUTO,PEATON,PEATON,MASCULINO,87,2,Martes,NO,9-11.59
2017-0029,1,2017-03-07,2017,3,7,02:15:00,2,CALLE,MOZART,SI,MOZART y TANDIL,9,-58.48501341,-34.64742455,AUTO,CONDUCTOR,MOTO,MASCULINO,34,2,Martes,NO,0-2.59
2017-0030,1,2017-03-07,2017,3,7,08:00:00,8,AVENIDA,MOZART,SI,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47010988,-34.65872088,PASAJEROS,CONDUCTOR,AUTO,FEMENINO,27,2,Martes,NO,6-8.59
2017-0031,1,2017-03-11,2017,3,11,01:30:00,1,CALLE,24 DE NOVIEMBRE,SI,24 DE NOVIEMBRE y PAVON,3,-58.40997560,-34.62873635,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70,6,Sábado,SI,0-2.59
2017-0032,1,2017-03-12,2017,3,12,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40,7,Domingo,SI,3-5.59
2017-0033,1,2017-03-12,2017,3,12,07:30:00,7,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO,CONDUCTOR,AUTO,MASCULINO,28,7,Domingo,SI,6-8.59
2017-0034,1,2017-03-13,2017,3,13,07:50:00,7,CALLE,GODOY CRUZ,NO,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,AUTO,PEATON,PEATON,MASCULINO,43,1,Lunes,NO,6-8.59
2017-0035,3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,28,4,Jueves,NO,3-5.59
2017-0035,3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32,4,Jueves,NO,3-5.59
2017-0035,3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",SI,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30,4,Jueves,NO,3-5.59
2017-0036,2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,30,3,Miércoles,NO,18-21.59
2017-0036,2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20,3,Miércoles,NO,18-21.59
2017-0037,1,2017-03-31,2017,3,31,03:00:00,3,AVENIDA,INDEPENDENCIA AV.,SI,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,CARGAS,CONDUCTOR,MOTO,MASCULINO,41,5,Viernes,NO,3-5.59
2017-0038,1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,CASTA?ARES AV.,SI,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,AUTO,CONDUCTOR,MOTO,FEMENINO,40,6,Sábado,SI,18-21.59
2017-0040,1,2017-04-03,2017,4,3,09:40:00,9,AVENIDA,"GUIRALDES, INT.",NO,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,43,1,Lunes,NO,9-11.59
2017-0041,1,2017-04-03,2017,4,3,23:15:00,23,CALLE,"FERNANDEZ MORENO, BALDOMERO",NO,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,AUTO,CONDUCTOR,MOTO,MASCULINO,17,1,Lunes,NO,22-23.59
2017-0042,1,2017-04-10,2017,4,10,09:00:00,9,GRAL PAZ,"LUGONES, LEOPOLDO AV.",NO,"LUGONES, LEOPOLDO AV.",14,0,0,CARGAS,CONDUCTOR,MOTO,MASCULINO,30,1,Lunes,NO,9-11.59
2017-0045,1,2017-04-14,2017,4,14,06:15:00,6,CALLE,NOGOYA,NO,NOGOYA 5940,10,-58.52449285,-34.62454175,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21,5,Viernes,NO,6-8.59
2017-0047,1,2017-04-23,2017,4,23,06:30:00,6,AVENIDA,ARGENTINA AV.,SI,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.67198790,AUTO,CONDUCTOR,MOTO,MASCULINO,37,7,Domingo,SI,6-8.59
2017-0049,1,2017-04-27,2017,4,27,18:16:00,18,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PASAJEROS,PEATON,PEATON,MASCULINO,22,4,Jueves,NO,18-21.59
2017-0050,2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,0,0,CARGAS,CONDUCTOR,MOTO,MASCULINO,46,5,Viernes,NO,9-11.59
2017-0050,2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,0,0,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16,5,Viernes,NO,9-11.59
2017-0051,1,2017-05-01,2017,5,1,03:47:47,3,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,NO,AU DELLEPIANE 2400,7,0,0,AUTO,CONDUCTOR,AUTO,MASCULINO,33,1,Lunes,NO,3-5.59
2017-0052,1,2017-05-05,2017,5,5,03:40:00,3,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,CARGAS,PEATON,PEATON,FEMENINO,47,5,Viernes,NO,3-5.59
2017-0053,1,2017-05-05,2017,5,5,20:16:22,20,CALLE,VIEYTES,SI,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,CARGAS,CONDUCTOR,MOTO,MASCULINO,28,5,Viernes,NO,18-21.59
2017-0054,1,2017-05-07,2017,5,7,21:00:00,21,AVENIDA,DE LOS CONSTITUYENTES AV.,SI,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20,7,Domingo,SI,22-23.59
2017-0055,1,2017-05-09,2017,5,9,08:30:00,8,AVENIDA,DE LOS CONSTITUYENTES AV.,NO,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,CONDUCTOR,AUTO,MASCULINO,32,2,Martes,NO,6-8.59
